intent,question
medicine_information,can I take antiseptic cream without a prescription
symptom_assistance,what medicine should I take for bruising easily
symptom_information,signs of watery eyes
symptom_assistance,what medicine should I take for mouth ulcers
symptom_assistance,I am having blurred eyesight
symptom_assistance,I have had dark urine since yesterday
symptom_assistance,I have tingling sensation
symptom_assistance,I have weight loss
general_health,how can I boost my energy levels
symptom_assistance,I have had sore throat for two days
symptom_information,what are symptoms of swollen glands
symptom_information,signs of cold hands and feet
disease_information,what is jaundice
medicine_information,side effects of aspirin
symptom_assistance,how can I treat cough
symptom_information,what are symptoms of shortness of breath
symptom_assistance,what should I do for night sweats
symptom_assistance,what should I do for headache
symptom_information,is nausea serious
nutrition,what foods should I avoid during pregnancy
disease_information,how is fatty liver disease treated
symptom_assistance,I have had rash since yesterday
symptom_assistance,I am experiencing swollen ankles
disease_information,how is allergy treated
symptom_assistance,I am having tingling sensation
symptom_assistance,how can I treat yellow eyes
medicine_information,what are the side effects of tablet
symptom_assistance,how can I get relief from cough
symptom_assistance,I have had facial swelling since yesterday
symptom_assistance,I have been having swollen ankles
medicine_information,tablet
symptom_information,is itching serious
symptom_assistance,what medicine should I take for hair loss
symptom_assistance,how can I treat dark urine
symptom_information,what are the symptoms of abdominal pain
disease_information,is malaria contagious
symptom_information,signs of acid reflux
emergency,severe chest pain
disease_information,is chronic kidney disease curable
disease_information,how is arthritis diagnosed
symptom_information,what does jaw pain feel like
symptom_assistance,I have had back pain since yesterday
disease_information,fatty liver disease
disease_information,what causes gout
symptom_information,what are the symptoms of bruising easily
symptom_information,what are the signs of low hemoglobin
symptom_assistance,how can I get relief from swollen glands
symptom_information,what are the symptoms of high blood pressure
disease_information,asthma
symptom_information,signs of wet cough
symptom_assistance,I have had body pain since yesterday
symptom_information,how do I know if I have high temperature
symptom_information,what does neck pain feel like
symptom_assistance,what should I do for watery eyes
disease_information,what are the risk factors for thyroid disorder
symptom_assistance,I have swollen ankles
symptom_information,signs of facial swelling
symptom_assistance,I am experiencing cold hands and feet
disease_information,what is lactose intolerance
symptom_information,is tongue swelling serious
symptom_information,blood pressure
symptom_information,blurred vision
symptom_information,what does breathing problem feel like
symptom_assistance,I am having vomiting
symptom_assistance,home remedy for hair loss
symptom_information,what does low energy feel like
symptom_assistance,I have been having muscle cramps
disease_information,is glaucoma curable
symptom_information,signs of hair loss
symptom_assistance,how can I treat heartburn
symptom_information,what are symptoms of sweating
prevention,how can I prevent dengue
symptom_assistance,I think I have dry skin
symptom_assistance,I have had night sweats since yesterday
symptom_assistance,how can I treat excessive thirst
medicine_information,what is tablet used for
symptom_information,what does frequent urination feel like
medicine_information,side effects of omeprazole
symptom_assistance,I am having irregular heartbeat
disease_information,tell me about flu
symptom_information,what are the signs of weakness
symptom_information,signs of weakness
symptom_assistance,I am having dry cough
disease_information,cholesterol
medicine_information,what are the side effects of antibiotic
disease_information,is depression contagious
symptom_information,how do I know if I have stiff neck
symptom_information,numbness
symptom_information,how do I know if I have watery eyes
symptom_information,puffy eyes
disease_information,how common is tuberculosis
symptom_assistance,what should I do for dry cough
symptom_assistance,I am having sweating
symptom_information,how do I know if I have jaw pain
medicine_information,what does iron supplement do
symptom_information,what are the signs of heartburn
symptom_assistance,how can I get relief from cold
symptom_assistance,what should I do for chest pain
disease_information,what causes pneumonia
prevention,how can I protect myself from infections
disease_information,what causes kidney stones
symptom_assistance,I have cold
symptom_information,what are the signs of frequent urination
symptom_assistance,I have been having hair loss
symptom_assistance,what should I do for palpitations
symptom_information,signs of anxiety
disease_information,tell me about thyroid disorder
symptom_assistance,how can I treat wet cough
medicine_information,can I take tablet without a prescription
symptom_assistance,I think I have chest tightness
symptom_information,what are the symptoms of back pain
symptom_assistance,home remedy for cracked lips
symptom_information,signs of runny nose
symptom_information,what are the symptoms of muscle pain
disease_information,what is malaria
symptom_information,how do I know if I have cold hands and feet
disease_information,how common is rubella
symptom_assistance,I have been having muscle pain
symptom_assistance,I have had low hemoglobin since yesterday
medicine_information,is ibuprofen safe during pregnancy
symptom_information,what are the symptoms of chest pain
symptom_assistance,what medicine should I take for irritability
disease_information,how is anxiety disorder treated
disease_information,tell me about fatty liver disease
symptom_assistance,I have had bleeding gums for two days
medicine_information,vitamin D
disease_information,is conjunctivitis contagious
symptom_assistance,I have heartburn
symptom_information,what does insomnia feel like
symptom_information,signs of stiff neck
symptom_assistance,I have had foot pain for two days
symptom_information,is palpitations serious
symptom_information,signs of mood swings
symptom_assistance,home remedy for jaw pain
symptom_assistance,I think I have insomnia
symptom_information,muscle cramps
symptom_information,is diarrhea serious
medicine_information,what is insulin used for
symptom_information,what are symptoms of dry skin
disease_information,tell me about migraine
symptom_assistance,I am having high blood pressure
disease_information,what are the risk factors for gastroenteritis
symptom_assistance,I have had chest tightness since yesterday
emergency,I have severe bleeding
symptom_assistance,what medicine should I take for shortness of breath
disease_information,what are the risk factors for conjunctivitis
symptom_information,signs of nausea
symptom_assistance,home remedy for numbness
symptom_information,weight loss
symptom_information,is cold serious
symptom_information,how do I know if I have muscle pain
medicine_information,medicine
disease_information,what causes glaucoma
symptom_information,what does numbness feel like
symptom_assistance,how can I treat bruising easily
symptom_assistance,how can I get relief from swollen ankles
symptom_assistance,I think I have muscle pain
symptom_information,what are symptoms of cold
emergency,I cannot breathe properly
medicine_information,what does syrup do
symptom_information,high temperature
medicine_information,side effects of antibiotics
disease_information,how common is depression
disease_information,how common is food poisoning
symptom_assistance,how can I treat weight gain
symptom_information,signs of jaw pain
symptom_assistance,what medicine should I take for irregular heartbeat
symptom_information,signs of swollen joints
symptom_assistance,I am having stiff neck
symptom_information,what are the symptoms of loss of appetite
symptom_information,runny nose
symptom_assistance,I have been having breathing problem
medicine_information,what does vitamin supplement do
symptom_assistance,how can I get relief from sore throat
symptom_information,is dry skin serious
symptom_information,how do I know if I have dry cough
medicine_information,what are the side effects of vitamin C
symptom_information,hemoglobin
medicine_information,side effects of antihistamine
disease_information,how long does measles last
symptom_assistance,I have had bruising easily since yesterday
symptom_assistance,I have been having low blood pressure
symptom_assistance,home remedy for dry skin
symptom_information,is loss of taste serious
symptom_assistance,I have constipation
medicine_information,what is calcium supplement
symptom_assistance,I am having wet cough
symptom_assistance,I have had watery eyes for two days
symptom_information,how do I know if I have loss of taste
symptom_assistance,I am experiencing dark urine
symptom_information,what are the signs of stomach pain
symptom_assistance,what should I do for dry skin
symptom_information,how do I know if I have nosebleeds
symptom_information,signs of yellow eyes
symptom_assistance,what should I do for constipation
disease_information,how is gastroenteritis diagnosed
symptom_assistance,how can I treat excessive sleepiness
symptom_assistance,I have had hoarseness since yesterday
symptom_assistance,how can I get relief from blurred eyesight
symptom_information,signs of dizziness
disease_information,tell me about jaundice
symptom_assistance,how can I treat high temperature
symptom_assistance,what medicine should I take for acid reflux
disease_information,how is measles treated
symptom_information,signs of muscle cramps
disease_information,is flu contagious
symptom_information,what are the symptoms of weakness
medicine_information,what is amoxicillin
general_health,how can I strengthen my bones
symptom_assistance,I have had frequent urination for two days
symptom_information,shortness of breath
symptom_information,wet cough
symptom_assistance,home remedy for loss of appetite
disease_information,what is arthritis
symptom_information,is back pain serious
symptom_information,what are the symptoms of rash
symptom_assistance,what should I do for yellow skin
symptom_information,what does swollen joints feel like
symptom_assistance,how can I treat nausea
disease_information,food poisoning
symptom_information,what does memory problems feel like
symptom_information,what are symptoms of mouth ulcers
symptom_assistance,I am experiencing yellow skin
disease_information,is rubella contagious
emergency,severe bleeding
disease_information,how long does hyperthyroidism last
symptom_assistance,what should I do for acid reflux
symptom_information,how do I know if I have morning stiffness
symptom_assistance,I have had ear pain since yesterday
symptom_assistance,I am having loss of taste
symptom_assistance,home remedy for weakness
symptom_information,leg cramps
symptom_assistance,home remedy for blurred eyesight
symptom_assistance,I am having stomach pain
symptom_assistance,what medicine should I take for night sweats
symptom_assistance,what should I do for high temperature
symptom_assistance,I am experiencing leg pain
symptom_assistance,home remedy for irregular heartbeat
disease_information,tell me about hypertension
disease_information,glaucoma
disease_information,piles
symptom_assistance,what medicine should I take for fever
symptom_assistance,how can I treat sore throat
disease_information,how is appendicitis treated
symptom_assistance,I have been having foot pain
symptom_information,what are symptoms of hoarseness
symptom_assistance,I am experiencing breathing problem
nutrition,what foods help lower cholesterol
symptom_information,is swollen joints serious
symptom_information,what does sweating feel like
symptom_assistance,I am having acid reflux
symptom_information,signs of headache
symptom_assistance,I have weakness
symptom_assistance,home remedy for ear pain
symptom_assistance,I have had sore throat since yesterday
symptom_information,hair loss
symptom_assistance,I have had mouth ulcers since yesterday
symptom_information,signs of cough
symptom_information,is excessive sleepiness serious
disease_information,is mumps contagious
medicine_information,what is cough syrup used for
disease_information,is celiac disease curable
symptom_assistance,I have been having back pain
symptom_assistance,home remedy for yellow skin
symptom_assistance,how can I get relief from morning stiffness
symptom_information,back pain
symptom_assistance,I am experiencing fatigue
symptom_assistance,I have had morning stiffness for two days
symptom_information,what are the symptoms of swollen glands
disease_information,what causes arthritis
symptom_assistance,how can I treat memory problems
medicine_information,is ORS solution safe during pregnancy
disease_information,how is flu diagnosed
disease_information,is urinary tract infection curable
disease_information,what causes acne
prevention,how can I avoid catching the flu
disease_information,how common is arthritis
disease_information,is gastroenteritis contagious
nutrition,what is a balanced diet
symptom_information,joint pain
symptom_information,what does yellow skin feel like
symptom_information,what does dry skin feel like
symptom_information,what are symptoms of bloating
symptom_information,what does anxiety feel like
symptom_information,what are the signs of chills
disease_information,what is hypothyroidism
symptom_information,what are the symptoms of frequent urination
symptom_information,how do I know if I have cracked lips
disease_information,what is hepatitis
disease_information,is thyroid disorder contagious
general_health,how can I improve my fitness
disease_information,what is mumps
symptom_assistance,I think I have irregular heartbeat
disease_information,how is depression treated
symptom_information,how do I know if I have hoarseness
symptom_information,what are symptoms of body pain
symptom_information,what are symptoms of hair loss
symptom_assistance,how can I get relief from chest pain
symptom_assistance,I have been having chills
disease_information,what is gastritis
disease_information,how long does psoriasis last
symptom_assistance,I am experiencing bloating
symptom_assistance,what should I do for fatigue
symptom_assistance,I think I have hoarseness
symptom_information,what does leg cramps feel like
medicine_information,what is loratadine
disease_information,how is psoriasis treated
symptom_information,what are the signs of sore throat
disease_information,chronic kidney disease
symptom_information,what does sneezing feel like
symptom_assistance,I have had constipation for two days
symptom_assistance,I have been having difficulty swallowing
symptom_assistance,home remedy for toothache
symptom_information,what are the signs of dark urine
symptom_information,is eye pain serious
symptom_assistance,what medicine should I take for facial swelling
symptom_assistance,home remedy for loss of taste
symptom_assistance,I have had cough for two days
symptom_information,yellow skin
symptom_assistance,what should I do for sore throat
symptom_assistance,I have sore throat
symptom_assistance,home remedy for swollen joints
symptom_assistance,I have had heartburn since yesterday
symptom_assistance,I have hoarseness
symptom_information,how do I know if I have back pain
symptom_assistance,I have had high temperature since yesterday
disease_information,tell me about piles
medicine_information,can I take loratadine without a prescription
symptom_information,signs of palpitations
symptom_information,what does cold hands and feet feel like
symptom_information,what are the signs of tongue swelling
disease_information,what are the risk factors for malaria
disease_information,how is fatty liver disease diagnosed
symptom_assistance,I have sweating
symptom_assistance,home remedy for swollen glands
symptom_assistance,I have been having blurred vision
symptom_assistance,I have dark urine
symptom_assistance,I am having watery eyes
symptom_assistance,home remedy for fatigue
symptom_assistance,what should I do for leg pain
symptom_assistance,I am experiencing weight loss
symptom_assistance,I have had low hemoglobin for two days
symptom_information,how do I know if I have shortness of breath
symptom_assistance,I have had swollen glands for two days
medicine_information,side effects of insulin
symptom_assistance,I have been having dry cough
symptom_assistance,I have had confusion for two days
symptom_assistance,I have had wheezing for two days
disease_information,what are the risk factors for chickenpox
symptom_assistance,I have yellow eyes
disease_information,how is pneumonia diagnosed
symptom_assistance,I have had numbness since yesterday
symptom_assistance,I have had abdominal pain for two days
disease_information,is cold contagious
symptom_assistance,what should I do for back pain
medicine_information,what does omeprazole do
symptom_information,how do I know if I have excessive sleepiness
symptom_information,muscle pain
symptom_assistance,what should I do for wet cough
symptom_assistance,what should I do for gum pain
symptom_assistance,I am having wheezing
symptom_information,what are the symptoms of itching
medicine_information,is metformin safe during pregnancy
medicine_information,can I take vitamin D without a prescription
symptom_information,how do I know if I have night sweats
disease_information,is sinus infection contagious
disease_information,how common is sinusitis
symptom_assistance,I think I have weakness
symptom_assistance,what should I do for swelling
symptom_assistance,I have had swollen ankles since yesterday
symptom_assistance,how can I get relief from hoarseness
symptom_assistance,I have had blurred eyesight since yesterday
disease_information,how is urinary tract infection treated
symptom_assistance,I have had sneezing since yesterday
symptom_information,signs of dry mouth
symptom_information,weakness
symptom_information,is weight loss serious
symptom_assistance,how can I treat fever
symptom_assistance,I think I have chills
symptom_assistance,home remedy for nosebleeds
symptom_information,how do I know if I have fatigue
symptom_information,low hemoglobin
disease_information,how common is chronic kidney disease
disease_information,how is mumps diagnosed
symptom_information,watery eyes
symptom_assistance,how can I treat loss of appetite
symptom_assistance,what medicine should I take for ear pain
symptom_information,is acid reflux serious
symptom_assistance,home remedy for high temperature
symptom_assistance,I have toothache
disease_information,how long does lactose intolerance last
symptom_assistance,I am experiencing blurred vision
disease_information,is hepatitis contagious
medicine_information,can I take antacid without a prescription
symptom_assistance,how can I treat loss of smell
symptom_assistance,how can I get relief from memory problems
symptom_information,what are the signs of irritability
symptom_information,is low energy serious
disease_information,is hyperthyroidism curable
symptom_assistance,I have had toothache since yesterday
symptom_information,is wet cough serious
disease_information,vertigo
symptom_assistance,I have irritability
symptom_assistance,I think I have frequent urination
medicine_information,what is vitamin supplement used for
nutrition,healthy foods
symptom_assistance,home remedy for itching
medicine_information,how does omeprazole work
disease_information,is appendicitis contagious
symptom_assistance,how can I treat dry skin
symptom_assistance,how can I treat ringing in ears
symptom_information,nausea
symptom_information,dry cough
symptom_information,signs of sore throat
disease_information,what causes bronchitis
disease_information,tell me about tonsillitis
symptom_assistance,how can I get relief from low hemoglobin
symptom_information,signs of loss of appetite
disease_information,is anxiety disorder curable
symptom_assistance,how can I get relief from low energy
symptom_assistance,I have bleeding gums
symptom_information,what are the signs of shortness of breath
symptom_information,loss of appetite
medicine_information,what does diclofenac do
disease_information,what causes tonsillitis
symptom_assistance,home remedy for acid reflux
symptom_information,how do I know if I have foot pain
symptom_assistance,I am experiencing diarrhea
symptom_information,how do I know if I have dizziness
symptom_assistance,I am experiencing swollen glands
medicine_information,side effects of cough syrup
symptom_assistance,I have had jaw pain since yesterday
disease_information,how long does depression last
symptom_assistance,I have been having stomach pain
general_health,healthy
symptom_information,is abdominal pain serious
symptom_information,what does earache feel like
symptom_assistance,I have mood swings
symptom_information,is vomiting serious
disease_information,appendicitis
medicine_information,what is cetirizine
disease_information,how is dengue treated
disease_information,how is food poisoning diagnosed
symptom_assistance,I am experiencing frequent urination
symptom_assistance,I have been having bleeding gums
symptom_assistance,I am experiencing earache
symptom_assistance,I am experiencing fever
disease_information,how common is cold
symptom_assistance,what medicine should I take for morning stiffness
disease_information,what causes malaria
symptom_information,is dark urine serious
symptom_assistance,I have had mood swings for two days
medicine_information,what does antacid do
symptom_assistance,I am having low hemoglobin
symptom_assistance,home remedy for constipation
symptom_assistance,home remedy for sore throat
symptom_information,is dizziness serious
symptom_assistance,I think I have acid reflux
disease_information,how common is osteoporosis
medicine_information,what is medicine used for
symptom_information,what are the signs of muscle pain
disease_information,what is stomach ulcer
symptom_information,how do I know if I have numbness
medicine_information,how does ibuprofen work
symptom_assistance,I have been having anxiety
disease_information,is psoriasis curable
medicine_information,is vitamin supplement safe during pregnancy
symptom_assistance,I think I have nausea
symptom_assistance,I think I have morning stiffness
symptom_assistance,what should I do for chills
symptom_assistance,I am having foot pain
symptom_information,how do I know if I have confusion
symptom_assistance,I have rash
medicine_information,what is antibiotic
symptom_assistance,I have been having tongue swelling
symptom_information,what are symptoms of dark urine
symptom_information,what are symptoms of sneezing
symptom_assistance,what medicine should I take for insomnia
symptom_assistance,what medicine should I take for runny nose
symptom_information,signs of loss of taste
symptom_information,what are the symptoms of neck pain
symptom_assistance,I think I have fever
symptom_assistance,I have been having cough
symptom_information,what does back pain feel like
disease_information,how is hernia diagnosed
disease_information,how is hypertension treated
symptom_assistance,I am having joint pain
symptom_information,what does body pain feel like
medicine_information,what are the side effects of antibiotics
disease_information,is anemia contagious
nutrition,what foods help with anemia
symptom_information,what are symptoms of night sweats
symptom_assistance,I am experiencing body pain
symptom_information,excessive sleepiness
symptom_assistance,I am having hair loss
symptom_assistance,I am having dark urine
symptom_information,ringing in ears
disease_information,is gout contagious
symptom_assistance,I have been having dry skin
medicine_information,what does painkiller do
symptom_information,what are symptoms of facial swelling
symptom_assistance,what should I do for irregular heartbeat
nutrition,how many calories should I eat daily
symptom_assistance,I have had swelling since yesterday
symptom_information,what are symptoms of swollen ankles
disease_information,tell me about covid-19
disease_information,what is eczema
emergency,I am bleeding heavily
symptom_information,what are symptoms of ringing in ears
symptom_assistance,I have been having cold
disease_information,is piles contagious
symptom_assistance,I have had vomiting since yesterday
symptom_information,what are the signs of high blood pressure
medicine_information,multivitamin
symptom_information,signs of bloating
general_health,how can I improve my mental health
symptom_assistance,I have mouth ulcers
disease_information,what is flu
symptom_assistance,I am experiencing tingling sensation
medicine_information,what does paracetamol do
disease_information,how common is hepatitis
symptom_assistance,what should I do for frequent urination
symptom_information,is weakness serious
symptom_assistance,I am experiencing memory problems
symptom_information,body pain
symptom_information,toothache
symptom_information,what are the signs of muscle cramps
symptom_assistance,I am experiencing irritability
symptom_assistance,what medicine should I take for sore throat
symptom_assistance,I have had shortness of breath since yesterday
medicine_information,what are the side effects of antacid
symptom_information,signs of numbness
symptom_assistance,what should I do for excessive sleepiness
symptom_assistance,I think I have blurred vision
emergency,someone has collapsed
nutrition,foods rich in iron
symptom_assistance,how can I get relief from weakness
symptom_assistance,I am having bruising easily
symptom_assistance,I have had low blood pressure since yesterday
medicine_information,antacid
symptom_assistance,I have anxiety
symptom_assistance,I am having cracked lips
symptom_assistance,I am having puffy eyes
symptom_information,what are the symptoms of foot pain
symptom_assistance,I am having memory problems
disease_information,how is hypothyroidism treated
symptom_assistance,I am having morning stiffness
symptom_information,what does gum pain feel like
symptom_information,is yellow skin serious
symptom_assistance,I have had diarrhea for two days
symptom_assistance,what medicine should I take for headache
symptom_assistance,what medicine should I take for excessive thirst
symptom_information,what does high temperature feel like
symptom_information,how do I know if I have high blood pressure
disease_information,what is rubella
symptom_information,is tingling sensation serious
symptom_assistance,how can I treat weight loss
symptom_assistance,I have headache
symptom_assistance,what should I do for neck pain
disease_information,what is anxiety disorder
nutrition,what foods should I avoid with high blood pressure
symptom_assistance,I am having nausea
medicine_information,side effects of iron supplement
symptom_assistance,I am having cold
symptom_assistance,how can I get relief from mood swings
symptom_information,high blood pressure
symptom_assistance,I think I have shortness of breath
symptom_assistance,I have been having ringing in ears
symptom_assistance,home remedy for earache
disease_information,how is jaundice diagnosed
symptom_information,is cold hands and feet serious
medicine_information,what does medicine do
symptom_information,what are symptoms of stomach pain
disease_information,migraine
disease_information,how long does urinary tract infection last
disease_information,what are the risk factors for measles
disease_information,how is anemia diagnosed
symptom_information,what are the signs of memory problems
medicine_information,antibiotic
symptom_assistance,how can I get relief from swelling
symptom_information,how do I know if I have cold
symptom_assistance,I think I have vomiting
symptom_assistance,I have palpitations
symptom_assistance,what medicine should I take for swollen glands
emergency,signs of a heart attack
disease_information,what are the risk factors for dengue
symptom_assistance,I have been having wheezing
symptom_assistance,how can I get relief from stomach pain
symptom_information,what are the symptoms of toothache
symptom_assistance,how can I treat gum pain
symptom_assistance,what should I do for muscle cramps
symptom_information,what are the signs of stiff neck
disease_information,tell me about sinusitis
medicine_information,what does vitamin C do
disease_information,what is anemia
symptom_information,what are the symptoms of swollen joints
symptom_assistance,what should I do for irritability
symptom_assistance,I have had muscle pain for two days
general_health,healthy living
symptom_information,what does low hemoglobin feel like
symptom_information,what are symptoms of dry mouth
symptom_information,what are symptoms of swelling
symptom_information,what are symptoms of blurred vision
disease_information,how long does gastroenteritis last
symptom_assistance,how can I get relief from sweating
symptom_information,cold hands and feet
medicine_information,how does ORS solution work
symptom_assistance,I have yellow skin
symptom_assistance,I have wet cough
symptom_information,what are symptoms of cough
disease_information,how is appendicitis diagnosed
symptom_assistance,how can I treat foot pain
symptom_information,signs of irregular heartbeat
symptom_information,what are the symptoms of hoarseness
symptom_assistance,I am experiencing mouth ulcers
disease_information,how common is hernia
symptom_assistance,what medicine should I take for yellow eyes
disease_information,is osteoporosis curable
symptom_assistance,how can I treat facial swelling
symptom_information,signs of excessive thirst
medicine_information,what is antacid
disease_information,what is conjunctivitis
symptom_assistance,I am experiencing excessive thirst
symptom_assistance,home remedy for high blood pressure
symptom_assistance,I have cracked lips
symptom_assistance,how can I treat muscle pain
symptom_assistance,I have been having excessive thirst
disease_information,is gastritis curable
symptom_assistance,I think I have puffy eyes
disease_information,how long does conjunctivitis last
symptom_assistance,how can I get relief from fatigue
symptom_assistance,how can I get relief from breathing problem
symptom_assistance,I think I have foot pain
symptom_assistance,I have been having swelling
disease_information,how is conjunctivitis treated
symptom_assistance,what medicine should I take for weakness
symptom_information,what are symptoms of morning stiffness
symptom_assistance,I am experiencing cold
symptom_information,signs of tongue swelling
disease_information,what causes tuberculosis
medicine_information,is antibiotic safe during pregnancy
symptom_assistance,I think I have cracked lips
symptom_assistance,home remedy for bloating
symptom_assistance,what should I do for loss of taste
symptom_information,how do I know if I have difficulty swallowing
symptom_assistance,home remedy for leg pain
symptom_assistance,I am having itching
symptom_assistance,I have had back pain for two days
symptom_information,what does itching feel like
medicine_information,what does cetirizine do
symptom_assistance,what should I do for stomach pain
symptom_assistance,what should I do for joint pain
disease_information,what is piles
disease_information,is obesity curable
symptom_assistance,how can I get relief from heartburn
symptom_information,how do I know if I have loss of appetite
symptom_information,what are the signs of bruising easily
symptom_information,what are the signs of insomnia
symptom_assistance,I have been having excessive sleepiness
disease_information,what are the risk factors for gout
symptom_assistance,home remedy for ringing in ears
symptom_information,frequent urination
symptom_assistance,I have had blurred eyesight for two days
symptom_assistance,I am experiencing high temperature
symptom_assistance,I am having diarrhea
symptom_assistance,I have had memory problems for two days
disease_information,is vertigo curable
medicine_information,what is metformin used for
symptom_assistance,what medicine should I take for sweating
symptom_information,how do I know if I have weakness
medicine_information,what is antiseptic cream
symptom_assistance,I have been having constipation
symptom_information,how do I know if I have puffy eyes
symptom_assistance,I am having sneezing
symptom_information,irregular heartbeat
symptom_information,what are symptoms of runny nose
symptom_information,signs of rash
symptom_information,is muscle cramps serious
medicine_information,what are the side effects of insulin
symptom_information,what does night sweats feel like
medicine_information,can I take syrup without a prescription
symptom_assistance,what medicine should I take for ringing in ears
symptom_information,what does low blood pressure feel like
disease_information,flu
symptom_information,how do I know if I have yellow eyes
symptom_assistance,I think I have sneezing
disease_information,how is piles diagnosed
disease_information,what causes typhoid
symptom_assistance,how can I treat hoarseness
