question,category,ai_intent,ai_medical_relevance
Sir mujhe dr se thode consultant krna th,general,information_seeking,high
Lari me registration kaise kare,appointment,scheduling,high
Do you provide bsc radiology course,departments,information_seeking,high
I want lab report,general,information_seeking,high
How to fill a form,general,information_seeking,medium
Mujhe neuro department dr list 2026 and schedule chahiye,departments,information_seeking,high
Dermatalogist opd schedule,opd,information_seeking,high
"Sir मैने medical social worker oficer ka exam diya tha,, uska रिजल्ट ka pata nahi चला,, के मुझे रिजल्ट मिल सकता है सर मैं हेल्थ डिपार्टमेंट में ही chc लेवल मै p",exams,information_seeking,high
How to apply for nursing tutor vaccancy,courses,information_seeking,medium
Meri pyaro se baat hui hai bol rahe hain ki aap niche chale jaen Ho chale jaen pata yah kya Tamasha banae rakhen hue aap log,general,complaint,medium
Maine exam de diy hai,exams,information_seeking,medium
Kgmu me endoscopy kitne ki hoti h,general,information_seeking,high
Please tell me fees of dmlt of one year,fees,information_seeking,medium
Mera slot book hai kaise pata karu,appointment,scheduling,high
both sites are not working,general,complaint,medium
Mai apne bache ko dikhana chahta hu,general,information_seeking,medium
BSC nursing me admission kya process hai,admissions,information_seeking,high
Nursing ki vacancy available,courses,information_seeking,medium
Book apoenme nt,appointment,scheduling,high
Mujhe appointment book karana h cardiology mai,appointment,scheduling,high
when will the nursing recruitment exam held?,exams,scheduling,medium
Need gastroenterologist,general,information_seeking,high
"Respected sir / Madam I hope this message finds you well. I am writing to seek clarification regarding the CBT (Computer Based Test) examination for the Nursing Officer vacancy 2025–2026. I would be grateful if you could kindly provide information regarding: 1. The tentative schedule/date of the examination. 2. Availability of the admit card and related updates. Your guidance will be very helpful for my preparation. Thank you in advance for your support. Sincerely, An active citizen",exams,feedback,high
दो पुल गोयल यूरोलॉजिस्ट को दिखाना कल कैसे होगा,general,scheduling,high
How appointment cardiac doctor,appointment,information_seeking,high
Orthopedic doctor ko kaise dekh,departments,scheduling,high
Mujhe BPT ma admission Lena hai,admissions,information_seeking,medium
Dr Ajay Kumar patva kaha baithate hai,general,navigation,high
Hi mujhe appointment book karna hai kaise kare,appointment,scheduling,high
"Sir, I wanted to take admission in KGMU, I am not able to find out when the admission forms will be released.",admissions,information_seeking,medium
Gnm fess,general,information_seeking,medium
Kgmu ma paramedical application from kab aya ga,courses,information_seeking,medium
3 april ko hone wale exam ke bare me bataye,exams,information_seeking,medium
How to admission in kgmu bsc Hons courses,admissions,information_seeking,medium
Larri me appointment lena hai,appointment,scheduling,high
Hame patient dikhana he,general,scheduling,high
Meri wife ka eye treatment karna hai please help,general,information_seeking,high
I am Patient of testis,general,information_seeking,high
The page not found,general,information_seeking,medium
The patient was suffering from gas in his stomach and could not be treated for some time.,general,scheduling,high
Apke wala ot technician course h ?,courses,information_seeking,high
do you have info about nursing course provided in kgmu?,courses,information_seeking,medium
Teaching,general,information_seeking,medium
Mujhe online opd appointment Lena h kaise milega,opd,scheduling,high
Paramedical ke online online form kb aayenge,courses,scheduling,high
Can i get addmisiion in bpt in kgmu through neet,admissions,information_seeking,medium
Mai DMLT me admission lena chahta hu,admissions,information_seeking,medium
Does the lari department is open tommorow,departments,scheduling,high
Help me where is ithe information updated regarding vacancy of MO doctor post in kgmu,campus,information_seeking,high
How Can I book an appointment for paediatric orthopaedic?,appointment,scheduling,high
Appointment slip kese le,appointment,information_seeking,high
i am try to appointment but not make yet,appointment,scheduling,high
मुझे ओपीडी में दिखना है,general,scheduling,high
Hello... Can I take admission there if I've passed intermediate from cbse board,admissions,information_seeking,medium
Ear nose throat department,departments,information_seeking,high
ADMISSION IN BSc nursing,admissions,information_seeking,medium
Sir qualified hun up cent ke exam se ky gnm mil jaiyega,exams,information_seeking,medium
Can i get toll free number ?,contact,information_seeking,medium
Result kab aayega,exams,scheduling,medium
Mujhe website me nhi dikh rha aisa option,contact,information_seeking,medium
Mbbs degree certificate,courses,information_seeking,medium
Mbbs ke liye cuet de sakti hu,courses,information_seeking,high
Sir /Mam kgmu pharmacist 2025 ki answer key kab tk ayegi,departments,scheduling,high
I want appointment with Dermatologist on 15th Nov,appointment,information_seeking,high
What about internship program,courses,information_seeking,medium
Bachelor cours me kitne percentage honi chahiye obc me,general,information_seeking,medium
Agar online KGMU ki website se dawnload karna chahe to ho sakta h,contact,information_seeking,high
Opd way,opd,information_seeking,high
ADVANCED COURSE IN MEDICAL EDUCATION,courses,information_seeking,medium
PLEASE SHARE DETAIL FOR BOOK APPOINTMENT,appointment,scheduling,medium
Hi want an appointment of Dr Sumit rungta on Friday,appointment,scheduling,medium
Online registration opd for first time in cardiology department of kGMU,opd,scheduling,high
Kya abhi registration date nhi aai hai?,appointment,information_seeking,medium
anal fistula,general,information_seeking,high
Iska matlab aaj band hai,general,scheduling,medium
i want to know about bpt addmision,general,information_seeking,medium
Bpt addmission cutoff,admissions,information_seeking,medium
DMLT me addmission lena hai,general,information_seeking,medium
Dental hygienic course ka admission,admissions,information_seeking,medium
Kgmu new update,general,information_seeking,medium
Hello is d pharm course available,courses,information_seeking,medium
Mujhe doctor manoj kumar ko dikhana hai kya wo kal available hote hai,general,information_seeking,high
Health scheme run in kgmu,general,information_seeking,high
How to apply form for MSC nursing addmission in KGMU,courses,information_seeking,medium
what info u will give ?,general,information_seeking,medium
Nursing officer,courses,information_seeking,high
Bsc nursing ka form kab niklega,courses,information_seeking,medium
Kgmu nursing superdant,courses,information_seeking,high
General surgery Thursday opd doctor name and timing,opd,scheduling,high
Does kgmu make medical fitness certificate,general,information_seeking,high
Kya aap bata sakte hai ke Bpt ke liye form kab aayega and exam kab honge,exams,information_seeking,medium
Is there any vacancy for SR in pathology department,departments,information_seeking,high
Appointment for cancer specialist like a oncologist doctor,appointment,scheduling,high
When is the exam for fellowship after mbbs going to held in kgmc,exams,information_seeking,high
Private room charges non ac,fees,information_seeking,high
Obc catagory kitne number chahiye honge bsc.nursing me admission ke liye,admissions,information_seeking,medium
Shatabdi phase 1 number,contact,information_seeking,medium
How could I get my CT scan report online,general,information_seeking,high
I want to get admitted in the BPT course. What to do ?,courses,information_seeking,medium
Staff nurse ke liye post,faculty,information_seeking,medium
How to appoint,general,scheduling,high
Mujhe vericose vein ka ilaj karwana hai,general,information_seeking,high
Dmlt fees,fees,information_seeking,high
Nurse,general,information_seeking,medium
How can I get appointment,appointment,information_seeking,high
Ma marchent Navi ma job karata hu,career,information_seeking,high
Online registration for opd in cardiology department of kGMU,opd,information_seeking,high
Agar main aapke University se BSc nursing karna chahun aur Neet ka exam Diya Hun To aam taur per Neet ke exam mein mujhe Kitna number Lana hoga taki main aapke college se BSc nursing kar sakun,admissions,information_seeking,medium
गुर्दा रोग opd,opd,information_seeking,high
20250368550,general,information_seeking,high
My passent suffering brain stroke how I take opd,opd,information_seeking,high
Dr abhishek singh Koon OPD,opd,information_seeking,high
Mbbs course kaise kr skte h,courses,information_seeking,high
Nursing officer exam kb tk hoga,exams,information_seeking,medium
I want to know about the lab technologies recruitment examination on 3 april,exams,information_seeking,medium
Phone: 0522-2258880 / 0522-3539333 Ka samay,contact,scheduling,high
Urology me ragistration keese kare,departments,information_seeking,high
Kgmu nursing officers expected exam date,exams,scheduling,high
Hi I want to know that is there any facility of master's in radiology imaging and technology in KGMU,departments,information_seeking,high
Gulabchand Laxmi Sahu Abha n.91-560165818520 Adhar Number 755065608668 cardio Appointment book kare sir,appointment,scheduling,high
Online patient ka discharge status kaise check karein,general,information_seeking,high
admission date,admissions,scheduling,medium
Not understand the medicine name,departments,information_seeking,high
मुझे अपपोयमेंट करना है,general,information_seeking,medium
Nurshing officer level 7 admit card,general,information_seeking,medium
"How to get city slip for non teaching assessment which will be held on April 3rd, 2026",general,information_seeking,medium
Appointment no.,appointment,scheduling,medium
App mera photo dekh kar bata dijiye kitna kharcha ayega,general,information_seeking,high
When will release form of bsc radiology,departments,scheduling,high
M.phil 2025 registration date,appointment,scheduling,medium
Hii today opd is open ?,opd,scheduling,medium
Result of non teaching,exams,information_seeking,high
Mjhe perfusionnist Krna h uske liye form bhrna h wo chahiye,general,information_seeking,medium
Government links,general,information_seeking,high
Admission is open?,admissions,scheduling,medium
How to fill form of dmlt,general,information_seeking,medium
The deadline for 2025-2026 mphil clinical psychology,general,information_seeking,medium
Fill form,general,information_seeking,medium
Pulmonary department opd kaha pe lagti hai,opd,navigation,high
Candidate hun,general,information_seeking,medium
Cardiology specialist ka phone number cahiye,departments,information_seeking,high
Is college mein कौन-कौन Sa course hota Hai,courses,information_seeking,medium
Diploma in psychology is it available,courses,information_seeking,medium
Mujhe kgmu me ott Krna h,general,information_seeking,high
I am taking admission in Diploma in lab technician I have to know about hostel facility for me,admissions,information_seeking,medium
About admission to bpt,admissions,information_seeking,medium
Kya ot tecnician ki vacancy khali h,career,information_seeking,medium
Bpt ke liye admission process kya hai aur entrance exam dena hoga kya aur form fill up bhi hoga last date kya hai form fill up ka,admissions,information_seeking,high
Can get Dr Rajkumar Maurya email id and reporting professor,faculty,information_seeking,high
I am from different university looking for externship at kgmu in dental sciences,general,information_seeking,medium
"Please btaye KGMU paramedical me admission ke liye aana h to kya college 16,17 ko close h",admissions,scheduling,medium
Medicine,departments,information_seeking,high
Is university Will be open in non working days like sunday for document varification process and admission,admissions,information_seeking,medium
Dr.Rishi Sethi opd timing kya hai,opd,scheduling,high
How can I book an appointment,appointment,scheduling,high
Are the forms for admission in BPT course for the year 2026 out?,admissions,information_seeking,medium
I want to know about ct scan price,general,information_seeking,high
I have low platelets count 60 k and I have no problem no fever,general,information_seeking,medium
mujhe appointment lena hai,appointment,information_seeking,high
Pharmacy department m kaise apply kare,departments,information_seeking,medium
Admission date for dmlt,admissions,information_seeking,medium
OPD Assistant ki job ke liye bol raha hun,opd,information_seeking,medium
Book appointment for ayush shukla,appointment,scheduling,medium
To is exam ka fees kitna hai agar exam clear kr lenge to,exams,information_seeking,medium
For diploma course bds,courses,information_seeking,high
Requirment to dikha raha hai lekin ho nhi Rahi hai OPD assistant,opd,complaint,high
Are there psychology internships available?,general,information_seeking,high
क्या opd मे जो डॉक्टर देखता हैं दूसरी बार आने पर उसी डॉक्टर को दिखाना चाहिए,opd,information_seeking,high
When will be start in 2025 and 2026 years,general,scheduling,medium
Fee structure of the this course and eligibility and seat reservation,admissions,information_seeking,medium
"Please tell me whether INC registration is necessary for the post of nursing officer in KGMU or not, whether the candidate's college should be affiliated with INC or not",appointment,information_seeking,medium
Mujhe mri scan krana hai kya krun hindi me javab dena please,general,information_seeking,high
Opd Booking time,opd,scheduling,medium
jr medical technologist admit card not show in official why /,general,complaint,medium
how to fill admission form,admissions,information_seeking,medium
DMLT hai,general,information_seeking,medium
Job karna h kgmc m,career,information_seeking,medium
Is the opd is open tomorrow,opd,scheduling,medium
What is the cost for pyloplasty surgery,fees,information_seeking,high
Cochlear implants ka kitna price hai,general,information_seeking,medium
Jaise private hospitals me dialysis ke bar bar call karke appointment lagwana hota hai agar nah lage to dialysis late ho jati 5 6 din aur bed kisi aur ko mil jata to aesa kgmu me to nahi hota nah ?,appointment,information_seeking,high
How to admission BSC nursing,admissions,information_seeking,medium
For sk Verma,general,information_seeking,medium
Kgmu m kitne exams hote h nursing officer ke,exams,information_seeking,medium
Dr Anil nichal ki OPD kb hoti hi,opd,scheduling,high
appointment kaise book kare,appointment,scheduling,medium
Charm vibhag,departments,information_seeking,high
Need appointment of Dr Sharad Chandra,appointment,scheduling,high
Kya yaha par naak ki haddi seedha kiya jata hai,general,information_seeking,high
Mujhe teetah braces lag wana hai,general,information_seeking,high
Ayushman not eligible but for cm arogya can we ? Phh ration card bpl card ke under aayega nah ?,admissions,information_seeking,medium
Paramedical lab technician ka exam kab h,exams,scheduling,medium
How to get admission in dental hygienist,admissions,information_seeking,medium
Kgmu multiple wala paper kab tak hoga,exams,scheduling,high
"I have discharge report where an appointment is mentioned. Do I need OPD token ? If yes, then how to get OPD token?",opd,information_seeking,high
Kgmu nursing officer exam date kab hai,exams,scheduling,high
I want to get online appointment,appointment,scheduling,medium
wo kaun de day ko aur kitane baje dekhate hai marij ko,general,information_seeking,high
Doctor Rekha Sachan ki normal OPD kab hoti hai,opd,information_seeking,high
Hi any vacancy regards nursing tutor now a day,courses,information_seeking,medium
I want to know cost price of Eardrum surgery,fees,information_seeking,high
I want an appointment.,appointment,scheduling,high
Dr Parul Verma,general,information_seeking,high
Mai queen marry me private room ki advance booking Krna chahta hu,general,scheduling,medium
Kgmu mai bpt mai admission kaise hoga,admissions,information_seeking,medium
Mobile number par appointment likhkar bhejne par koi reply aayega,appointment,information_seeking,high
Result kab tak ayega,exams,scheduling,medium
Hi kgmu k nursing officer k exam kb hogya??,exams,information_seeking,high
I officially mail to kgmu But no one is answering.,general,information_seeking,high
Name of doctor that meet in urology opd,opd,information_seeking,high
Can I fill application form online,general,information_seeking,medium
Tell me the steps to get paramedical rejisteration,courses,information_seeking,medium
Kya hospital me koi vacancy available hai,career,information_seeking,medium
Eligibility for assistant professor,admissions,information_seeking,high
Colonoscopy ka price kitna h,general,information_seeking,medium
Hyy grop add kar do notice,general,information_seeking,high
12pass ho gya hu drop liya hu,general,information_seeking,high
muje appoinment,general,scheduling,high
Check stutas,general,information_seeking,medium
Vishwajeet sing nephrologist kis kis din dekhte hai,general,information_seeking,high
I want tb department number for medicine enquiry,departments,information_seeking,high
Sr mere pass koi suchna call ya sms nhi aya,contact,complaint,high
Kgmu heart dr,general,information_seeking,high
Contact number please,contact,information_seeking,medium
Gastro ke doctor se milna h,general,information_seeking,high
Master courses,courses,information_seeking,high
In faculty of dental science where..?,faculty,navigation,medium
IS THERE HOSPITAL PHARMACY,departments,information_seeking,high
opd kaha chalti hai,opd,navigation,medium
Opiment,general,information_seeking,high
Online doctor consultant,general,information_seeking,high
Doctor ko dikane ke liye,general,information_seeking,high
To fir sar aap confirm hai na ki upsmfac ka jo form hai paramedical diploma OT ke liye vah Abhi Tak nahin aaya hai na,courses,information_seeking,medium
Contact number to enquire about admission,admissions,information_seeking,medium
Kon se din होती h,general,information_seeking,high
What is the time for OPD,opd,scheduling,medium
Gmn ke liye vacancy,career,information_seeking,medium
Pharmacy me job chahiye,departments,information_seeking,medium
Is getting admission easy or difficult,admissions,information_seeking,medium
Nursing Officers admit card,courses,information_seeking,medium
Lekin hmko wenday ko dhikna hai,general,scheduling,high
Server not working and no manual billing is there,general,complaint,high
Mujhe Nursing ka admition ka bare ma,courses,information_seeking,medium
Blood transfusion technician ki job nikli h KGMU m,career,information_seeking,medium
28/03/26 ko opd khulega,opd,scheduling,high
"Mujhe Samarth portal ke through admission ke liye apply krna hai , kaise kru",admissions,information_seeking,high
Doctor contact number,contact,information_seeking,high
PhD nursing,courses,information_seeking,medium
Hindi me bolna kya tum mujhe admission notice ki link send kr skte ho taaki mai dekh pau ki dialysis technology ka form abhi aaya h ya nhi ya admission kaise lena h,admissions,information_seeking,medium
Nursing officer exam date 2026,exams,information_seeking,medium
Dental department free hai ya paid hai,departments,information_seeking,high
I want to do 6 months internship in physiotherapy for bachelor,general,information_seeking,medium
Kya kgmu me direct admission ho skta h opration theator technician me,admissions,admission,high
When srshp will be available,general,information_seeking,high
Online booking displaying and error issue,general,scheduling,medium
Please inform me how much percentage are required in 12th standard for b.sc nursing course from obc category,courses,information_seeking,high
Sir opd ka pqrcha kab se kb tk,opd,scheduling,high
Pura bsc nursing ke liye kitta fee lega ga 4 saal ka genral category ko,fees,information_seeking,medium
What are the tariff charges for Veginal Hysterctomy ?,fees,information_seeking,high
When will be the results announced?,general,information_seeking,medium
Addmission Karna hai kaise hoga,general,information_seeking,medium
Kgmu nursing officer exam date,exams,scheduling,high
Nursing Officer exam date,exams,scheduling,medium
MPhil clinical psychology course 2026 admission Link,admissions,information_seeking,high
Mujhe opd me doctor se hi milna hai Mai jankari chahta hu ki opd me doctor se kaise mile,opd,information_seeking,high
Me agar kal ayu toh muje appointment mil jyega,appointment,scheduling,medium
Diploma in anesthesia and critical care technicians,courses,information_seeking,high
Ak phon no.btav jo ke DMLT ke bare me bat kare,general,information_seeking,medium
I want book appointments online opd,opd,scheduling,high
Vaise ek chiz jaise pateint ko hiv ya hepatitis b ya hbv hai to kya dialysis ki seprate machine use karnege ?? And cost badha denge,fees,information_seeking,high
Ek admission ke liye,admissions,information_seeking,high
मुझे पंजीकरण कराना है,general,information_seeking,medium
Admission in bpt,admissions,information_seeking,medium
Heyy is bsc MLT course is there in KGMU,courses,information_seeking,medium
How much fees?,fees,information_seeking,medium
Bsc nursing 3rd year previous year questions,courses,information_seeking,medium
I want to take appointment child specialist,appointment,scheduling,medium
Nursing officer exam kab tk hoga,exams,scheduling,high
Mind k releted neuro sergen k appointment lena h,appointment,scheduling,high
How to complaint about fraud happening in kgmu,general,complaint,high
How I apply online OPD,opd,information_seeking,medium
send me the advertisement for contractual faculty 2025,faculty,information_seeking,high
Opd ma gastroenterologist,opd,information_seeking,high
Nursing officer 733seat exam date kab ki h kyu nhi ho rha h exam kab tak hoga,exams,complaint,high
My booking id number not sms,contact,complaint,high
I'm interested in doing msc in cardiac perfusion technology so I want to know the details of admission process of 2026,admissions,information_seeking,high
How to get admission in dmlt,admissions,information_seeking,medium
"I, Dr Vivek Kumar MBBS from MAMC wanted a job as a Junior Resident in your hospital. Kindly share your views for me so I can apply for Junior Resident in your hospital.",courses,information_seeking,medium
Mujhe es me BSC nursing ke baare me baat karna tha,courses,information_seeking,medium
Appointment expired,appointment,information_seeking,high
Diploma in Cardiology Technician,departments,information_seeking,medium
psychety ke md sir ki qualification kya hai,courses,information_seeking,high
How can I take admission in bsc nursing in KGMU,admissions,information_seeking,medium
Post basic bsc nursing entrance exam crack krke kgmu me admission lene ke liye kya follow krna hoga,admissions,information_seeking,medium
hi i want to know about bpt course in your university,courses,information_seeking,medium
Addmission kaise le sakte hain yahan par paramedicle courses ke liye,courses,information_seeking,medium
Link is not valid,general,information_seeking,medium
its my first time at kgmu and needed appointment in cardiology,appointment,scheduling,high
Is there any dr azhar in plastic surgery department,departments,information_seeking,high
"Am looking for exam date,what are eligible criteria, fees, registration details required?",appointment,scheduling,medium
Eska paper kaise hota hai,exams,information_seeking,medium
12th ke bad bsc radiologist ke liye kgmu me kya karen,departments,information_seeking,medium
Pacemaker Best Doctor,general,information_seeking,high
Exam date and admit card date for non teaching vacancy,exams,scheduling,medium
Prp hair regrowth ji,general,information_seeking,high
Mind ka doctor,general,information_seeking,high
HOW TO APPLY BMLT,career,information_seeking,high
Opd scheduke of doctors of ent department,opd,information_seeking,high
How to apply for pharmacist vacancy,departments,information_seeking,medium
I want to take admission in B.Sc Nursing what is its fee,admissions,information_seeking,medium
Main ye janana chahta hoo ki pharmacist ki posting hui ki nhi,departments,information_seeking,medium
book my appointment,appointment,scheduling,medium
Can I get the information of admission in bsc radiology,admissions,information_seeking,medium
Kya nursing exams level 7 hold Hoag hai kya,exams,information_seeking,medium
I have pain in my teeth,general,information_seeking,medium
how many subject in mri technician,general,information_seeking,high
Mera OPD me number lagwana hia,opd,scheduling,high
PROF. (Dr) KUMAR SHANTANU DR. DEVARSHI RASTOGI DR. BRIJMOHAN PATEL follow Up OPD Days in Month,opd,information_seeking,high
OPD timing,opd,scheduling,high
C net cutoff in kgmu2025,admissions,information_seeking,medium
mujhe nursing mein admission chahiye,admissions,information_seeking,medium
Opd d,opd,information_seeking,high
Mujhe online OPD mein lungs wale doctor ka appointment lena hai,opd,scheduling,high
Kia aap medical biochemistry se PhD karte hain,departments,information_seeking,medium
NMC RECOGNITION OF SEATS DOCUMENT,admissions,information_seeking,medium
Art centre helpline number,emergency,information_seeking,high
How to register for odp in lari,general,information_seeking,medium
Sir sanwidha pe vacancy hai kya mujhe as a staff nurse,faculty,information_seeking,medium
Please share registration link,appointment,information_seeking,high
GATHIYA BAI ME OPD BOOK KARNE KE LIYE PHONE KAR RAHA HU BOOK NAHI HO RAHI,opd,complaint,high
Iska form kb aata h,general,information_seeking,medium
I have high bp constant 140/90 what we do,general,information_seeking,high
What admission process for bsc nursing courses,admissions,information_seeking,medium
Bsc nursing me admission ho jayega,admissions,information_seeking,medium
मै दोबारा कैसे ओपॉइंटमेंट बुक करू रजिस्ट्रेशन हो चूका हैं एक बार डॉक्टर को दिखा चूका हूँ,general,scheduling,high
Kindly let me know the working hours on Dec 24th for MD admission process,admissions,information_seeking,medium
Mujhe CMLT ka form fill up krna h entrance exam ka,admissions,information_seeking,medium
Pcbe me kitna % chahiye,general,information_seeking,medium
Sumit rungta kis din opd dekhte hai,opd,information_seeking,high
I want to know about bpt program,courses,information_seeking,medium
Comunity medicine PhD program,departments,information_seeking,medium
kgmu non teaching exam results,exams,information_seeking,medium
Admission kis basis pr hota hai?,admissions,information_seeking,medium
How to download lab report online,general,information_seeking,medium
Opd 1 form,opd,information_seeking,medium
Biomedical sciences,general,information_seeking,medium
Admission 2026 online form date,admissions,scheduling,medium
Admit card nhi download ho raha hai please help me,general,information_seeking,high
मैं बैचलर ऑफ ऑप्टोमेट्री करना चाहता हूं,general,information_seeking,medium
IF I AM TH ERESIDENT OF LUCKNOW DO I NEED A REFERAL FROM A DOCTOR,general,information_seeking,high
Pro contact no send me,contact,information_seeking,medium
Kya KGMU se BMLS karne wale students ko Hostel milta hai,campus,information_seeking,medium
Skin ke doctor kis dij baithte hai,general,information_seeking,high
Okay I want to also take my fourth year marksheet I was passed from m.s. institute of nursing but I didn't recieved at that time,courses,information_seeking,medium
Today neuro OPD,opd,scheduling,high
Kgmu nursing officer admit card kb aayenge,courses,information_seeking,high
whether admission process starts for this year or not,admissions,information_seeking,medium
"Please tell me, that can i get admission in kgmu without counter sign tc?",admissions,information_seeking,medium
What qualifications is required fir the post of tutor in kgmu,general,information_seeking,medium
Online opd for surgical oncology,opd,information_seeking,high
Which competitive exams should we give to take admission,admissions,information_seeking,high
Sir dental registertion karna tha,general,scheduling,high
Kl usko fir dikhana hai to nya purchase banana pdega ki usi me how jayega,general,information_seeking,high
Can I get the helpline number,emergency,information_seeking,medium
I want to take the appointment of an eye and retina specialist doctor,appointment,scheduling,high
Gynecology departmet me consult Krna h uterine cramps h dekhane ke liye,general,information_seeking,high
Does KGMU really provide BPT and MPT course,courses,information_seeking,medium
Mphil clinical psychology entrance exam apply from Kab tak aayga..??????,admissions,scheduling,high
NMC RECOGNISED PROFORMA,general,information_seeking,medium
Mujhe apni patient ki report check karni hai,general,information_seeking,high
Kgmu me paramedical karne ke liye kya kr skte hai,courses,information_seeking,high
Mai ye puch rahi hu merit se bpt course ke form fill karna h kya abhi date h,courses,information_seeking,medium
pcpndt exam registration,appointment,information_seeking,medium
बुधवार को कौन से डॉक्टर मिलेंगे,general,scheduling,high
Is there bsc in Radiology and Imaging Technology?,departments,information_seeking,high
Mere breast me choti ganth hai mujhe kaun se Dr ko dikhana chahiye,general,information_seeking,high
Kya aaj gastro medicine opd hai ?,opd,information_seeking,high
DHLS ka admission kab se chalu ho raha hai aur kitna fees hai,admissions,information_seeking,high
Bsc in radiotherapy technology,courses,information_seeking,medium
General surgery mein treatment barabar nahin hota,departments,complaint,high
Gastroenterologist का opd day और समय जानना hai,opd,information_seeking,medium
Mene up Get ka exam diya tha kl pr mere usme 60 shi h pr 60 se mujhe college nhi milega me obc category se hu,exams,information_seeking,medium
mujhe Mphil clinica psychology,general,information_seeking,high
Is any scholarship given,fees,information_seeking,medium
Pharmacist Gr-2 result,exams,information_seeking,medium
Drit course,courses,information_seeking,medium
Liver ki bimari dikhana hai,general,information_seeking,high
"Sar main SC category se hun, lekin sirf private college ki fees to jyada hoti hai na",fees,information_seeking,medium
i need the advertisement of nursing tutor vacancy,courses,information_seeking,medium
Surgical oncology me mujhe dr. Samir gupta ko dikhana h Kl unki opd rhegi ya nhi,opd,information_seeking,high
When is the OPD of Dr. Manoj Kumar of Urology department,opd,scheduling,high
Kgmu mein kaise apply Karen,career,information_seeking,medium
Oncology department doctors,departments,information_seeking,high
I want to book an appointment for my dental problems. Is there any way to book the appointment online,appointment,scheduling,high
Msw ka exam date,exams,scheduling,high
Nurses ke job ke liya bara tha 2025 ma,career,information_seeking,medium
I need Dental appointment,appointment,scheduling,high
Mujhe nursing officer kae job k liye apply krna tha kaise kre,courses,information_seeking,medium
I wanna get appointment,appointment,information_seeking,high
Kya koi GNM KI VACCANCY AAYI HAI,general,information_seeking,medium
KGMU All test rates,general,information_seeking,high
APPOINTMENT (AVNISH SINGH),appointment,scheduling,medium
KGMU Nursing officer ka exam kab tak hoga,exams,scheduling,medium
I want to know are registration addmission open on merit based,appointment,information_seeking,medium
Nursing officer exam center pa kese pata kare,exams,information_seeking,medium
Can i get appointment for vaccine for covid,appointment,scheduling,medium
KYA DUBARA YELLOW CARD BAN SAKTA H,general,information_seeking,high
What is the Cutoff for this,admissions,information_seeking,medium
BSc OTT kitne duration ka hai,courses,information_seeking,high
Just this much topic is important day,general,information_seeking,high
i want admission in your collage,admissions,information_seeking,medium
Dr Shah walliullah ka opd kab hoti hai,opd,information_seeking,high
I want to book appointment opd,opd,scheduling,high
Matlab diploma OT paramedical ka form abhi tak nahi aaya hai,courses,information_seeking,medium
I want to take online appointment,appointment,scheduling,medium
I want to internship at biochemistry labs and also tell me.about current project associate 2 job,departments,information_seeking,medium
Kgmu me admission process kya h,admissions,information_seeking,high
skin opd day,opd,information_seeking,high
New OPD k doctor ne refer Kiya hai gaynologist ko queen merry mei to ye batao jaise refer 5 ko kiya mai jaunga 6 ko to jo parcha banega wo kaha banega queen merry mei ya phir new OPD mei he,opd,information_seeking,high
Kgmu ke is website ke alava Koi dusra bhi rasta Hai Jaise ORS patient portal se Jahan se AIIMS vagaira ka report Ham download karte hain ya dusre hospital ka kya vahan per kgmu ka pathology report available nahin hota hai waris hotel per,departments,information_seeking,high
How to book appointment in physic ward,appointment,scheduling,high
GNM course m kitne fees lgte hai vha,fees,information_seeking,medium
Kal kaun se dr baithenge neurologist,departments,information_seeking,high
What was name of that exam,exams,information_seeking,high
WANT TO BOOK APPOINTMENT,appointment,scheduling,medium
How I can book a appointment for nephrology,appointment,scheduling,high
reply?,general,information_seeking,medium
Mujhe chest se reletive doctor ki jankari chahiye,general,information_seeking,high
I want appointment as my uncle is in severe condition and unable to breathe properly,appointment,scheduling,high
Kitni cutoff ja skti up paramedical ki,admissions,information_seeking,medium
Dentist hygienic,general,information_seeking,high
Bsc radiology fees structure,fees,information_seeking,medium
Kgmu nursing officer 2025 cruitment ka exam kab Tak hoga.,exams,scheduling,medium
FORENSIC MEDICINE DEPARTMETN KE HOD KON HAI,faculty,information_seeking,high
Pulmonologist se appointment chahiye,appointment,scheduling,medium
Bsc radiology ka form kb ayga?,departments,information_seeking,medium
Muje neet ke through bsc in radiology me admission Lena h,admissions,information_seeking,high
Kese check kare,general,information_seeking,medium
Optometrist job,career,information_seeking,medium
Neurology patient ko opd online dikhane ke liye date ke liye registration,opd,scheduling,high
What is the admission date of paramedical course O.T. technician at KGMU lucknow,admissions,information_seeking,high
I want to book appointment for lari,appointment,scheduling,high
Hello I want to know about the exam of nursing officer recruitment 2025.,exams,information_seeking,medium
SIR MUJHE Dr PRAVESH VISWAKARMA SIR ko dikhana hai 02/04/2026 ko,general,information_seeking,medium
When the enterace exam held of bsc radiology in 2026_2027,exams,information_seeking,medium
I needed admissions,admissions,information_seeking,medium
Opd appointment leni hai,opd,scheduling,high
Kya non teaching exam ot ka result declare ho chuka h,exams,information_seeking,high
But inqury office said that it on 2 floor Room no 9,general,information_seeking,medium
How many seats are there for bpt,admissions,information_seeking,medium
Neurology,departments,information_seeking,high
Mujhe opd me appointment chahiye dr.ayush shukla ki,opd,scheduling,high
To Mai janna chahti hu ki yaha GNM course avilable hai ya nhi,courses,information_seeking,medium
I want to check bsc nursing course,courses,information_seeking,high
